Country,EdLevel,YearsCodePro,Salary
United Kingdom,Bachelor’s degree,5.0,55582.0
Netherlands,Master’s degree,1.0,33510.0
India,Bachelor’s degree,5.0,20943.0
Netherlands,Less than a Bachelors,7.0,38916.0
United Kingdom,Less than a Bachelors,5.0,45241.0
Australia,Master’s degree,3.0,83512.0
United Kingdom,Less than a Bachelors,1.0,29730.0
United Kingdom,Less than a Bachelors,12.0,90482.0
Germany,Bachelor’s degree,2.0,46698.0
Canada,Bachelor’s degree,17.0,128573.0
United States,Bachelor’s degree,3.0,90000.0
Poland,Bachelor’s degree,10.0,60744.0
Brazil,Less than a Bachelors,5.0,12372.0
Netherlands,Less than a Bachelors,15.0,67452.0
Russian Federation,Bachelor’s degree,3.0,30192.0
United Kingdom,Bachelor’s degree,5.0,38778.0
India,Bachelor’s degree,4.0,20943.0
Brazil,Bachelor’s degree,10.0,14844.0
Sweden,Less than a Bachelors,3.0,35592.0
Germany,Master’s degree,0.5,48644.0
Canada,Bachelor’s degree,0.5,35925.0
United Kingdom,Master’s degree,11.0,168037.0
United Kingdom,Less than a Bachelors,10.0,142185.0
Brazil,Less than a Bachelors,4.0,12599.0
Germany,Master’s degree,6.0,45396.0
United Kingdom,Bachelor’s degree,3.0,42656.0
France,Master’s degree,4.0,46482.0
France,Master’s degree,3.0,41077.0
Netherlands,Bachelor’s degree,4.0,129718.0
Germany,Master’s degree,18.0,70264.0
Russian Federation,Less than a Bachelors,10.0,13212.0
United States,Bachelor’s degree,25.0,120000.0
United Kingdom,Bachelor’s degree,17.0,54289.0
Netherlands,Bachelor’s degree,2.0,42804.0
Germany,Less than a Bachelors,2.0,41077.0
Netherlands,Less than a Bachelors,16.0,64859.0
United Kingdom,Bachelor’s degree,12.0,64630.0
United Kingdom,Bachelor’s degree,0.5,64630.0
France,Master’s degree,12.0,51887.0
Sweden,Less than a Bachelors,5.0,42956.0
Germany,Less than a Bachelors,3.0,45401.0
United States,Bachelor’s degree,15.0,125000.0
Netherlands,Bachelor’s degree,10.0,62394.0
Germany,Less than a Bachelors,4.0,34380.0
United States,Bachelor’s degree,7.0,130000.0
Germany,Bachelor’s degree,3.0,54049.0
Brazil,Bachelor’s degree,2.0,19236.0
Germany,Bachelor’s degree,6.0,38916.0
United States,Master’s degree,10.0,131000.0
United States,Master’s degree,4.0,120000.0
Brazil,Bachelor’s degree,10.0,20676.0
India,Bachelor’s degree,1.0,10471.0
United States,Master’s degree,18.0,102000.0
Germany,Bachelor’s degree,13.0,74588.0
Spain,Post grad,8.0,33294.0
Germany,Master’s degree,4.0,54049.0
India,Bachelor’s degree,4.0,23460.0
Germany,Bachelor’s degree,5.0,59454.0
India,Bachelor’s degree,2.0,11867.0
United States,Less than a Bachelors,15.0,79200.0
Italy,Master’s degree,17.0,38915.0
Germany,Master’s degree,1.0,48644.0
Poland,Bachelor’s degree,2.0,18228.0
United States,Bachelor’s degree,1.0,70000.0
United Kingdom,Less than a Bachelors,21.0,45241.0
Canada,Bachelor’s degree,27.0,79413.0
France,Master’s degree,7.0,72426.0
United States,Master’s degree,21.0,135000.0
United States,Master’s degree,18.0,100000.0
Germany,Master’s degree,6.0,46482.0
United Kingdom,Master’s degree,9.0,99271.0
Spain,Post grad,10.0,45401.0
United Kingdom,Bachelor’s degree,5.0,56874.0
United Kingdom,Less than a Bachelors,15.0,64630.0
United Kingdom,Bachelor’s degree,6.0,51704.0
Spain,Master’s degree,10.0,64859.0
United Kingdom,Master’s degree,4.0,42656.0
United States,Master’s degree,10.0,126060.0
India,Bachelor’s degree,12.0,10896.0
France,Bachelor’s degree,1.0,32429.0
Canada,Bachelor’s degree,6.0,117985.0
France,Post grad,6.0,39996.0
United Kingdom,Bachelor’s degree,8.0,77556.0
Spain,Bachelor’s degree,15.0,49725.0
France,Master’s degree,10.0,64860.0
United States,Less than a Bachelors,3.0,65000.0
United Kingdom,Less than a Bachelors,0.5,23267.0
Australia,Bachelor’s degree,7.0,125250.0
Netherlands,Bachelor’s degree,7.0,59676.0
United States,Post grad,8.0,54000.0
Canada,Less than a Bachelors,30.0,90758.0
Russian Federation,Bachelor’s degree,2.0,28308.0
United States,Less than a Bachelors,7.0,130000.0
United States,Less than a Bachelors,2.0,68000.0
Canada,Master’s degree,18.0,83194.0
Italy,Master’s degree,9.0,32429.0
France,Post grad,13.0,108098.0
United Kingdom,Bachelor’s degree,7.0,58167.0
Germany,Less than a Bachelors,27.0,61616.0
Sweden,Bachelor’s degree,10.0,55224.0
Brazil,Bachelor’s degree,10.0,14568.0
United States,Master’s degree,8.0,103000.0
United States,Bachelor’s degree,3.0,88500.0
India,Post grad,4.0,25131.0
United Kingdom,Master’s degree,1.0,32392.0
Italy,Master’s degree,1.0,54049.0
Brazil,Master’s degree,6.0,28863.0
United States,Bachelor’s degree,20.0,98000.0
India,Bachelor’s degree,4.0,11951.0
United States,Less than a Bachelors,5.0,120000.0
United States,Bachelor’s degree,3.0,48000.0
United Kingdom,Master’s degree,4.0,40717.0
Poland,Master’s degree,2.0,21516.0
United States,Bachelor’s degree,3.0,84000.0
United Kingdom,Master’s degree,8.0,51704.0
United States,Master’s degree,8.0,88000.0
India,Bachelor’s degree,6.0,12566.0
Germany,Master’s degree,19.0,83236.0
Italy,Master’s degree,15.0,32429.0
United States,Master’s degree,12.0,73000.0
United States,Bachelor’s degree,9.0,141000.0
Spain,Bachelor’s degree,3.0,32429.0
Germany,Master’s degree,3.0,51888.0
Canada,Master’s degree,6.0,121010.0
Netherlands,Bachelor’s degree,15.0,181608.0
Germany,Master’s degree,4.0,68102.0
United Kingdom,Master’s degree,9.0,64630.0
Canada,Bachelor’s degree,10.0,90758.0
Germany,Master’s degree,11.0,83236.0
France,Master’s degree,7.0,35028.0
Spain,Bachelor’s degree,6.0,24863.0
Brazil,Bachelor’s degree,2.0,10440.0
United States,Master’s degree,1.0,50000.0
Canada,Less than a Bachelors,4.0,37816.0
Netherlands,Bachelor’s degree,4.0,49296.0
United Kingdom,Master’s degree,7.0,113748.0
United Kingdom,Master’s degree,3.0,77556.0
United Kingdom,Less than a Bachelors,30.0,90482.0
Sweden,Bachelor’s degree,0.5,40500.0
United States,Bachelor’s degree,18.0,115000.0
United States,Less than a Bachelors,9.0,80000.0
Sweden,Master’s degree,5.0,41724.0
Spain,Post grad,1.0,32429.0
Russian Federation,Less than a Bachelors,5.0,33972.0
France,Post grad,14.0,64859.0
Netherlands,Post grad,7.0,72426.0
France,Master’s degree,5.0,42804.0
United States,Bachelor’s degree,8.0,100000.0
United States,Bachelor’s degree,11.0,115000.0
Germany,Bachelor’s degree,5.0,75669.0
Canada,Bachelor’s degree,1.0,28128.0
Italy,Bachelor’s degree,2.0,29186.0
Brazil,Bachelor’s degree,6.0,19236.0
United States,Bachelor’s degree,22.0,102000.0
Sweden,Less than a Bachelors,27.0,61368.0
Canada,Bachelor’s degree,9.0,98321.0
Brazil,Bachelor’s degree,5.0,27492.0
United States,Bachelor’s degree,13.0,93241.0
United States,Bachelor’s degree,0.5,60000.0
Netherlands,Master’s degree,3.0,75669.0
Sweden,Bachelor’s degree,7.0,50928.0
Italy,Less than a Bachelors,13.0,19452.0
United States,Bachelor’s degree,11.0,110000.0
United Kingdom,Less than a Bachelors,14.0,74363.0
Poland,Bachelor’s degree,5.0,36450.0
Netherlands,Master’s degree,32.0,91883.0
United States,Bachelor’s degree,3.0,79000.0
Italy,Master’s degree,6.0,27025.0
Russian Federation,Master’s degree,20.0,41520.0
United States,Less than a Bachelors,1.0,60000.0
United States,Less than a Bachelors,27.0,180000.0
Brazil,Master’s degree,8.0,13740.0
Canada,Master’s degree,6.0,143699.0
United Kingdom,Bachelor’s degree,6.0,100822.0
Brazil,Bachelor’s degree,17.0,32988.0
United Kingdom,Less than a Bachelors,5.0,22620.0
Italy,Less than a Bachelors,5.0,21600.0
United Kingdom,Bachelor’s degree,23.0,72511.0
Germany,Master’s degree,3.0,60972.0
Canada,Post grad,3.0,34790.0
United States,Bachelor’s degree,25.0,120000.0
United States,Less than a Bachelors,2.0,55000.0
India,Master’s degree,15.0,69809.0
Netherlands,Less than a Bachelors,4.0,36324.0
United Kingdom,Master’s degree,2.0,54289.0
United States,Bachelor’s degree,5.0,63000.0
United States,Less than a Bachelors,2.0,45000.0
France,Master’s degree,9.0,59454.0
Germany,Less than a Bachelors,8.0,70704.0
United States,Less than a Bachelors,6.0,101800.0
Netherlands,Bachelor’s degree,7.0,28536.0
United Kingdom,Bachelor’s degree,25.0,103408.0
Russian Federation,Less than a Bachelors,4.0,21516.0
United States,Master’s degree,2.0,67000.0
United States,Bachelor’s degree,8.0,95000.0
United States,Bachelor’s degree,7.0,85000.0
Germany,Bachelor’s degree,4.0,59454.0
Brazil,Bachelor’s degree,16.0,103081.0
United States,Bachelor’s degree,15.0,110000.0
United Kingdom,Bachelor’s degree,31.0,46533.0
United Kingdom,Less than a Bachelors,6.0,64630.0
United Kingdom,Bachelor’s degree,21.0,77556.0
United States,Bachelor’s degree,5.0,70000.0
Germany,Post grad,4.0,38916.0
United States,Master’s degree,10.0,95000.0
Spain,Master’s degree,2.0,30267.0
Poland,Bachelor’s degree,3.0,25824.0
United States,Less than a Bachelors,1.0,68000.0
Netherlands,Less than a Bachelors,7.0,51372.0
United States,Master’s degree,33.0,138000.0
France,Master’s degree,4.0,39996.0
United States,Bachelor’s degree,7.0,150000.0
Canada,Less than a Bachelors,3.0,40841.0
France,Master’s degree,5.0,42804.0
United States,Bachelor’s degree,1.0,115000.0
United Kingdom,Bachelor’s degree,5.0,42656.0
United States,Master’s degree,14.0,150000.0
United States,Master’s degree,20.0,180000.0
Poland,Master’s degree,2.0,13668.0
Poland,Bachelor’s degree,3.0,33408.0
United Kingdom,Master’s degree,4.0,38778.0
United States,Post grad,11.0,120000.0
Netherlands,Bachelor’s degree,7.0,40212.0
Russian Federation,Bachelor’s degree,2.0,27372.0
France,Master’s degree,4.0,43239.0
United States,Master’s degree,6.0,60000.0
Poland,Bachelor’s degree,2.0,20052.0
Germany,Master’s degree,7.0,45396.0
United States,Bachelor’s degree,0.5,53724.0
United States,Bachelor’s degree,30.0,180000.0
India,Bachelor’s degree,8.0,27923.0
Germany,Bachelor’s degree,4.0,59454.0
Netherlands,Bachelor’s degree,3.0,35028.0
Germany,Less than a Bachelors,1.0,11676.0
United Kingdom,Bachelor’s degree,7.0,64630.0
Canada,Master’s degree,3.0,65043.0
United Kingdom,Less than a Bachelors,3.0,51704.0
United Kingdom,Bachelor’s degree,15.0,54289.0
United Kingdom,Master’s degree,12.0,129259.0
United States,Less than a Bachelors,0.5,45000.0
Germany,Master’s degree,7.0,84316.0
United States,Bachelor’s degree,0.5,60000.0
Canada,Post grad,11.0,102102.0
United States,Post grad,14.0,230000.0
United Kingdom,Bachelor’s degree,9.0,109871.0
United Kingdom,Less than a Bachelors,14.0,60106.0
Germany,Bachelor’s degree,10.0,64860.0
Germany,Post grad,3.0,64859.0
United States,Bachelor’s degree,5.0,103000.0
France,Master’s degree,2.0,43239.0
Canada,Bachelor’s degree,11.0,55211.0
United States,Master’s degree,2.0,95000.0
United States,Bachelor’s degree,24.0,105000.0
Canada,Master’s degree,5.0,77900.0
Germany,Bachelor’s degree,2.0,58373.0
Canada,Bachelor’s degree,2.0,41597.0
United States,Bachelor’s degree,3.0,65000.0
United States,Bachelor’s degree,4.0,95000.0
Spain,Bachelor’s degree,3.0,25944.0
Brazil,Less than a Bachelors,5.0,10992.0
Germany,Bachelor’s degree,4.0,53796.0
Canada,Less than a Bachelors,3.0,41295.0
United Kingdom,Master’s degree,8.0,77556.0
United States,Bachelor’s degree,13.0,130000.0
Canada,Less than a Bachelors,10.0,86976.0
Russian Federation,Post grad,7.0,25476.0
India,Bachelor’s degree,2.0,20100.0
Netherlands,Bachelor’s degree,2.0,42804.0
France,Bachelor’s degree,5.0,44320.0
United States,Bachelor’s degree,0.5,75000.0
India,Bachelor’s degree,4.0,211104.0
Canada,Bachelor’s degree,2.0,32676.0
Spain,Less than a Bachelors,20.0,50266.0
France,Master’s degree,4.0,43239.0
Russian Federation,Post grad,3.0,26424.0
Canada,Less than a Bachelors,24.0,56723.0
United States,Bachelor’s degree,3.0,90000.0
Spain,Bachelor’s degree,17.0,43239.0
United States,Master’s degree,2.0,67000.0
France,Master’s degree,7.0,51887.0
France,Bachelor’s degree,10.0,46482.0
Germany,Less than a Bachelors,10.0,64859.0
Poland,Master’s degree,9.0,50268.0
United Kingdom,Bachelor’s degree,15.0,93584.0
Canada,Master’s degree,14.0,64287.0
Germany,Post grad,5.0,82155.0
France,Master’s degree,1.0,46482.0
Canada,Bachelor’s degree,9.0,49917.0
France,Master’s degree,10.0,46482.0
United States,Less than a Bachelors,34.0,105000.0
Germany,Master’s degree,8.0,71340.0
United Kingdom,Master’s degree,4.0,50411.0
United Kingdom,Less than a Bachelors,11.0,38778.0
Canada,Post grad,3.0,28350.0
United Kingdom,Master’s degree,1.0,51704.0
United States,Bachelor’s degree,11.0,70000.0
United States,Bachelor’s degree,6.0,56600.0
Germany,Less than a Bachelors,12.0,58368.0
United Kingdom,Less than a Bachelors,10.0,59459.0
India,Bachelor’s degree,6.0,13962.0
United States,Bachelor’s degree,4.0,117070.0
Poland,Less than a Bachelors,3.0,45564.0
United States,Bachelor’s degree,7.0,230000.0
United States,Bachelor’s degree,10.0,123000.0
France,Master’s degree,2.0,36213.0
Germany,Post grad,11.0,74588.0
United Kingdom,Less than a Bachelors,7.0,58167.0
United Kingdom,Less than a Bachelors,4.0,38778.0
United Kingdom,Bachelor’s degree,2.0,37485.0
India,Bachelor’s degree,2.0,14244.0
Canada,Master’s degree,3.0,72984.0
United States,Master’s degree,40.0,75000.0
United Kingdom,Less than a Bachelors,5.0,45241.0
India,Bachelor’s degree,4.0,20943.0
United States,Bachelor’s degree,2.0,50000.0
United States,Bachelor’s degree,5.0,92000.0
France,Master’s degree,5.0,60535.0
United States,Bachelor’s degree,2.0,45000.0
United States,Bachelor’s degree,25.0,170000.0
United Kingdom,Bachelor’s degree,5.0,51704.0
United Kingdom,Less than a Bachelors,5.0,74970.0
Canada,Less than a Bachelors,12.0,49160.0
Netherlands,Bachelor’s degree,11.0,62264.0
United Kingdom,Bachelor’s degree,7.0,47180.0
United States,Less than a Bachelors,2.0,55000.0
Germany,Less than a Bachelors,3.0,11676.0
Canada,Bachelor’s degree,2.0,60505.0
Germany,Less than a Bachelors,9.0,58373.0
United States,Bachelor’s degree,2.0,156000.0
France,Bachelor’s degree,3.0,24156.0
India,Bachelor’s degree,7.0,11388.0
United States,Less than a Bachelors,0.5,25200.0
United States,Bachelor’s degree,0.5,70000.0
Canada,Bachelor’s degree,4.0,56723.0
United States,Less than a Bachelors,6.0,80000.0
Italy,Less than a Bachelors,14.0,35672.0
United Kingdom,Less than a Bachelors,1.0,29730.0
France,Master’s degree,10.0,45401.0
France,Less than a Bachelors,12.0,118908.0
United Kingdom,Master’s degree,1.0,27920.0
Spain,Bachelor’s degree,29.0,43239.0
Italy,Less than a Bachelors,2.0,34591.0
United Kingdom,Master’s degree,0.5,36193.0
Netherlands,Bachelor’s degree,10.0,64859.0
Italy,Bachelor’s degree,6.0,29727.0
United States,Bachelor’s degree,3.0,80000.0
Spain,Master’s degree,6.0,59459.0
Canada,Bachelor’s degree,0.5,70337.0
France,Master’s degree,1.0,23782.0
Germany,Bachelor’s degree,3.0,59454.0
France,Master’s degree,16.0,44861.0
Poland,Post grad,9.0,36444.0
Italy,Bachelor’s degree,3.0,37834.0
United States,Bachelor’s degree,27.0,149000.0
France,Bachelor’s degree,3.0,37834.0
United States,Less than a Bachelors,40.0,96000.0
United States,Master’s degree,19.0,165000.0
India,Bachelor’s degree,1.0,13962.0
United States,Bachelor’s degree,9.0,93500.0
Netherlands,Master’s degree,12.0,64859.0
United Kingdom,Bachelor’s degree,5.0,58167.0
Canada,Bachelor’s degree,23.0,65043.0
United Kingdom,Master’s degree,5.0,103408.0
Canada,Bachelor’s degree,12.0,64287.0
United States,Bachelor’s degree,8.0,210000.0
Germany,Bachelor’s degree,1.0,40212.0
United States,Bachelor’s degree,11.0,101000.0
Canada,Less than a Bachelors,4.0,52942.0
Russian Federation,Master’s degree,5.0,17928.0
Sweden,Less than a Bachelors,2.0,40500.0
Canada,Less than a Bachelors,6.0,56723.0
Germany,Master’s degree,2.0,54049.0
France,Master’s degree,3.0,37294.0
United States,Master’s degree,9.0,70000.0
United Kingdom,Bachelor’s degree,8.0,64630.0
Poland,Less than a Bachelors,3.0,15192.0
United States,Less than a Bachelors,10.0,200000.0
Germany,Master’s degree,3.0,45401.0
United States,Bachelor’s degree,2.0,67000.0
Sweden,Bachelor’s degree,6.0,58788.0
Canada,Bachelor’s degree,5.0,68068.0
Canada,Bachelor’s degree,5.0,45379.0
France,Master’s degree,5.0,28536.0
United States,Bachelor’s degree,3.0,60000.0
United States,Master’s degree,10.0,130000.0
Germany,Master’s degree,5.0,59454.0
United States,Bachelor’s degree,10.0,150000.0
United States,Master’s degree,20.0,120000.0
Russian Federation,Master’s degree,5.0,16980.0
United States,Post grad,11.0,170000.0
France,Master’s degree,11.0,71345.0
France,Master’s degree,3.0,41077.0
United States,Bachelor’s degree,7.0,108000.0
United States,Master’s degree,8.0,108000.0
United Kingdom,Bachelor’s degree,14.0,58167.0
United Kingdom,Less than a Bachelors,0.5,29730.0
United States,Less than a Bachelors,5.0,48880.0
United States,Master’s degree,20.0,122400.0
Spain,Master’s degree,9.0,43239.0
United Kingdom,Master’s degree,20.0,155112.0
United Kingdom,Bachelor’s degree,4.0,55582.0
United States,Bachelor’s degree,10.0,135000.0
Canada,Bachelor’s degree,14.0,83194.0
United States,Bachelor’s degree,13.0,141000.0
United States,Less than a Bachelors,15.0,103000.0
United States,Bachelor’s degree,3.0,110000.0
Brazil,Master’s degree,19.0,41232.0
Netherlands,Bachelor’s degree,15.0,49296.0
United Kingdom,Bachelor’s degree,2.0,34900.0
United Kingdom,Master’s degree,10.0,77556.0
United States,Bachelor’s degree,5.0,105000.0
United States,Bachelor’s degree,9.0,160000.0
United States,Bachelor’s degree,2.0,40600.0
United Kingdom,Master’s degree,5.0,71093.0
Italy,Less than a Bachelors,8.0,38915.0
Netherlands,Bachelor’s degree,5.0,33732.0
Canada,Less than a Bachelors,0.5,23800.0
United States,Post grad,2.0,117000.0
United Kingdom,Master’s degree,4.0,43560.0
United Kingdom,Bachelor’s degree,12.0,84019.0
United Kingdom,Master’s degree,7.0,112456.0
Italy,Less than a Bachelors,1.0,21620.0
United Kingdom,Master’s degree,14.0,78848.0
United Kingdom,Less than a Bachelors,10.0,103408.0
Germany,Bachelor’s degree,9.0,32424.0
Germany,Bachelor’s degree,9.0,64859.0
United States,Less than a Bachelors,9.0,70000.0
Poland,Less than a Bachelors,6.0,22776.0
United States,Bachelor’s degree,3.0,110000.0
Brazil,Less than a Bachelors,6.0,27492.0
Poland,Less than a Bachelors,3.0,25212.0
Canada,Bachelor’s degree,3.0,50227.0
Russian Federation,Less than a Bachelors,5.0,24540.0
Canada,Less than a Bachelors,17.0,73362.0
Canada,Bachelor’s degree,4.0,52942.0
United States,Bachelor’s degree,6.0,75000.0
Canada,Bachelor’s degree,0.5,41597.0
Poland,Master’s degree,3.0,23287.0
United States,Master’s degree,25.0,110000.0
United States,Bachelor’s degree,2.0,84600.0
Canada,Master’s degree,3.0,51429.0
United States,Bachelor’s degree,2.0,90000.0
United States,Bachelor’s degree,11.0,80000.0
United States,Less than a Bachelors,18.0,99000.0
Italy,Bachelor’s degree,3.0,30267.0
United States,Master’s degree,3.0,101000.0
United Kingdom,Bachelor’s degree,6.0,45241.0
United States,Master’s degree,10.0,80900.0
United States,Bachelor’s degree,3.0,120000.0
United States,Bachelor’s degree,19.0,120000.0
France,Less than a Bachelors,3.0,43239.0
Canada,Bachelor’s degree,25.0,83194.0
United States,Bachelor’s degree,6.0,72000.0
Canada,Bachelor’s degree,23.0,75631.0
United States,Bachelor’s degree,20.0,130000.0
Canada,Bachelor’s degree,2.0,43866.0
United States,Post grad,18.0,180000.0
Russian Federation,Master’s degree,8.0,15096.0
Russian Federation,Less than a Bachelors,2.0,32088.0
United States,Bachelor’s degree,25.0,105000.0
United States,Bachelor’s degree,9.0,90000.0
United Kingdom,Bachelor’s degree,7.0,58167.0
Canada,Bachelor’s degree,6.0,49917.0
United States,Bachelor’s degree,0.5,65000.0
United Kingdom,Bachelor’s degree,9.0,64630.0
Netherlands,Less than a Bachelors,20.0,61620.0
United States,Bachelor’s degree,21.0,110000.0
Germany,Bachelor’s degree,11.0,62268.0
Canada,Bachelor’s degree,6.0,105884.0
United States,Bachelor’s degree,10.0,95000.0
United States,Less than a Bachelors,6.0,50000.0
United States,Master’s degree,2.0,115000.0
United Kingdom,Post grad,22.0,67215.0
United States,Master’s degree,20.0,120000.0
United States,Less than a Bachelors,3.0,56000.0
United States,Bachelor’s degree,9.0,104000.0
United Kingdom,Bachelor’s degree,5.0,122796.0
Germany,Less than a Bachelors,10.0,51888.0
United States,Bachelor’s degree,4.0,111000.0
Italy,Master’s degree,4.0,14268.0
United States,Bachelor’s degree,9.0,170000.0
United States,Bachelor’s degree,16.0,135000.0
United States,Bachelor’s degree,7.0,95000.0
Brazil,Less than a Bachelors,8.0,24744.0
Canada,Bachelor’s degree,10.0,105884.0
United States,Master’s degree,11.0,75000.0
Italy,Bachelor’s degree,3.0,32429.0
United States,Bachelor’s degree,8.0,120000.0
Brazil,Bachelor’s degree,12.0,61849.0
Canada,Less than a Bachelors,1.0,38194.0
United States,Bachelor’s degree,21.0,55000.0
United States,Less than a Bachelors,8.0,100000.0
United States,Bachelor’s degree,9.0,125000.0
United Kingdom,Bachelor’s degree,21.0,64630.0
United States,Bachelor’s degree,1.0,65000.0
India,Bachelor’s degree,2.0,16752.0
India,Bachelor’s degree,2.0,23735.0
United States,Bachelor’s degree,4.0,98000.0
United States,Bachelor’s degree,21.0,115000.0
United States,Bachelor’s degree,15.0,136000.0
United States,Less than a Bachelors,15.0,90000.0
United States,Bachelor’s degree,9.0,130000.0
United States,Bachelor’s degree,3.0,48000.0
United States,Less than a Bachelors,2.0,26000.0
United States,Less than a Bachelors,29.0,174000.0
United States,Master’s degree,0.5,110000.0
France,Master’s degree,5.0,41077.0
United Kingdom,Master’s degree,6.0,90482.0
Germany,Master’s degree,10.0,56211.0
United States,Less than a Bachelors,18.0,180000.0
Brazil,Master’s degree,8.0,21996.0
Germany,Less than a Bachelors,24.0,97288.0
Italy,Less than a Bachelors,6.0,24648.0
Canada,Less than a Bachelors,20.0,94539.0
United States,Bachelor’s degree,4.0,118500.0
United Kingdom,Less than a Bachelors,5.0,33187.0
United States,Master’s degree,13.0,170000.0
United States,Bachelor’s degree,1.0,120000.0
Germany,Post grad,4.0,58373.0
United Kingdom,Master’s degree,14.0,64630.0
United Kingdom,Bachelor’s degree,0.5,31022.0
United States,Bachelor’s degree,8.0,140000.0
United States,Master’s degree,17.0,123500.0
Netherlands,Less than a Bachelors,3.0,42804.0
France,Master’s degree,7.0,51887.0
United Kingdom,Master’s degree,23.0,31020.0
France,Bachelor’s degree,29.0,74047.0
United States,Master’s degree,8.0,120000.0
United States,Post grad,14.0,155000.0
United States,Bachelor’s degree,6.0,120000.0
Brazil,Bachelor’s degree,20.0,13740.0
Germany,Master’s degree,7.0,64859.0
United States,Less than a Bachelors,15.0,250000.0
United States,Master’s degree,50.0,20000.0
United States,Less than a Bachelors,1.0,59000.0
United States,Bachelor’s degree,4.0,82500.0
United States,Bachelor’s degree,5.0,110000.0
Brazil,Bachelor’s degree,4.0,21996.0
United States,Master’s degree,13.0,200000.0
Italy,Less than a Bachelors,13.0,56211.0
United States,Master’s degree,20.0,137500.0
United States,Bachelor’s degree,3.0,68500.0
United Kingdom,Bachelor’s degree,7.0,72385.0
United Kingdom,Bachelor’s degree,3.0,58167.0
Germany,Bachelor’s degree,2.0,59454.0
United States,Bachelor’s degree,22.0,230000.0
Sweden,Less than a Bachelors,2.0,36816.0
United States,Bachelor’s degree,10.0,130000.0
Poland,Less than a Bachelors,14.0,109344.0
Canada,Less than a Bachelors,6.0,55211.0
United States,Bachelor’s degree,7.0,120000.0
Germany,Master’s degree,3.0,59454.0
United States,Bachelor’s degree,20.0,155000.0
Brazil,Bachelor’s degree,12.0,25656.0
United States,Bachelor’s degree,14.0,100000.0
Germany,Master’s degree,6.0,75669.0
United States,Bachelor’s degree,1.0,45000.0
United States,Bachelor’s degree,5.0,122000.0
United States,Bachelor’s degree,7.0,160000.0
United States,Bachelor’s degree,5.0,100000.0
Canada,Less than a Bachelors,1.0,38194.0
United States,Bachelor’s degree,13.0,90000.0
United States,Less than a Bachelors,1.0,60000.0
India,Bachelor’s degree,7.0,26946.0
United States,Master’s degree,15.0,125000.0
United States,Master’s degree,5.0,107000.0
United States,Master’s degree,7.0,110000.0
United Kingdom,Bachelor’s degree,5.0,51704.0
Spain,Master’s degree,21.0,75669.0
United States,Bachelor’s degree,7.0,80000.0
United Kingdom,Master’s degree,3.0,54289.0
Brazil,Bachelor’s degree,5.0,21996.0
United States,Master’s degree,15.0,85000.0
United States,Bachelor’s degree,7.0,55000.0
United States,Bachelor’s degree,20.0,110000.0
United Kingdom,Bachelor’s degree,2.0,65922.0
United Kingdom,Master’s degree,4.0,51704.0
Brazil,Bachelor’s degree,2.0,28634.0
United States,Bachelor’s degree,2.0,130000.0
Germany,Post grad,5.0,77831.0
United States,Less than a Bachelors,6.0,105000.0
Germany,Bachelor’s degree,15.0,90804.0
United States,Bachelor’s degree,2.0,60000.0
Germany,Less than a Bachelors,8.0,51888.0
United Kingdom,Master’s degree,2.0,81433.0
United Kingdom,Bachelor’s degree,2.0,33607.0
United States,Bachelor’s degree,27.0,200000.0
United States,Master’s degree,4.0,100000.0
United States,Bachelor’s degree,4.0,85000.0
United States,Master’s degree,9.0,150000.0
Germany,Master’s degree,6.0,58812.0
United States,Bachelor’s degree,23.0,156000.0
Canada,Less than a Bachelors,2.0,37050.0
United States,Less than a Bachelors,7.0,46000.0
United States,Bachelor’s degree,30.0,118000.0
United States,Bachelor’s degree,0.5,46575.0
United States,Bachelor’s degree,7.0,103000.0
United States,Less than a Bachelors,17.0,180000.0
Netherlands,Less than a Bachelors,7.0,194577.0
United States,Less than a Bachelors,12.0,175000.0
Canada,Master’s degree,7.0,49160.0
United States,Bachelor’s degree,3.0,54532.0
United States,Master’s degree,10.0,200000.0
United Kingdom,Bachelor’s degree,1.0,41040.0
Italy,Less than a Bachelors,7.0,24322.0
United States,Bachelor’s degree,22.0,145000.0
United States,Master’s degree,4.0,125000.0
Brazil,Less than a Bachelors,5.0,12924.0
India,Bachelor’s degree,4.0,10056.0
Germany,Master’s degree,4.0,64859.0
United States,Bachelor’s degree,3.0,95000.0
United States,Less than a Bachelors,5.0,50000.0
United States,Bachelor’s degree,7.0,100000.0
France,Bachelor’s degree,10.0,55130.0
Canada,Bachelor’s degree,5.0,56723.0
Germany,Master’s degree,20.0,91883.0
United States,Bachelor’s degree,13.0,96500.0
United States,Master’s degree,15.0,70000.0
Canada,Less than a Bachelors,12.0,47270.0
United States,Bachelor’s degree,6.0,100000.0
Germany,Less than a Bachelors,30.0,97288.0
Russian Federation,Master’s degree,19.0,50952.0
United Kingdom,Bachelor’s degree,3.0,60752.0
Germany,Master’s degree,6.0,73507.0
United States,Bachelor’s degree,3.0,91000.0
United States,Bachelor’s degree,0.5,67000.0
United States,Bachelor’s degree,4.0,100000.0
Canada,Bachelor’s degree,8.0,70337.0
United States,Master’s degree,24.0,225000.0
United States,Less than a Bachelors,35.0,120000.0
United Kingdom,Bachelor’s degree,2.0,31020.0
United States,Bachelor’s degree,5.0,88000.0
